,Published,ThumbnailUrl,ViewCount,VideoId
0,2020-01-01T10:00:09Z,https://i.ytimg.com/vi/jCyQVMAfBXk/default.jpg,124902,jCyQVMAfBXk
1,2020-01-02T10:00:10Z,https://i.ytimg.com/vi/zy8dsHqVPVg/default.jpg,852820,zy8dsHqVPVg
2,2020-01-03T10:00:09Z,https://i.ytimg.com/vi/tsrhGbaLLqA/default.jpg,281923,tsrhGbaLLqA
3,2020-01-03T12:00:01Z,https://i.ytimg.com/vi/aiAER8HchII/default.jpg,57292,aiAER8HchII
4,2020-01-04T10:00:00Z,https://i.ytimg.com/vi/CjgHDP4ZU8s/default.jpg,1529015,CjgHDP4ZU8s
5,2020-01-05T10:00:02Z,https://i.ytimg.com/vi/RtoDCLB8J1Y/default.jpg,44743,RtoDCLB8J1Y
6,2020-01-06T02:00:17Z,https://i.ytimg.com/vi/OhzHcVNjBf8/default.jpg,152678,OhzHcVNjBf8
7,2020-01-06T10:00:13Z,https://i.ytimg.com/vi/oEfkF4elWeU/default.jpg,188385,oEfkF4elWeU
8,2020-01-06T12:00:08Z,https://i.ytimg.com/vi/oSebsuyaCbU/default.jpg,167082,oSebsuyaCbU
9,2020-01-07T10:00:00Z,https://i.ytimg.com/vi/-zgUNTCB1go/default.jpg,145921,-zgUNTCB1go
10,2020-01-07T12:00:02Z,https://i.ytimg.com/vi/I2314HvU938/default.jpg,92824,I2314HvU938
11,2020-01-08T10:00:02Z,https://i.ytimg.com/vi/GG5wrST_TwI/default.jpg,762935,GG5wrST_TwI
12,2020-01-08T12:00:02Z,https://i.ytimg.com/vi/9oLoac_Q9Ak/default.jpg,152170,9oLoac_Q9Ak
13,2020-01-09T08:00:21Z,https://i.ytimg.com/vi/xmAgH5895aE/default.jpg,73964,xmAgH5895aE
14,2020-01-09T10:30:00Z,https://i.ytimg.com/vi/GJDARLIU2KY/default.jpg,240528,GJDARLIU2KY
15,2020-01-09T10:30:46Z,https://i.ytimg.com/vi/Dcidhvp9nxM/default.jpg,205650,Dcidhvp9nxM
16,2020-01-10T10:00:05Z,https://i.ytimg.com/vi/QF_jqcF6lY8/default.jpg,1295010,QF_jqcF6lY8
17,2020-01-10T12:00:07Z,https://i.ytimg.com/vi/cPIKFcZmbuc/default.jpg,85889,cPIKFcZmbuc
18,2020-01-11T10:00:03Z,https://i.ytimg.com/vi/OLQs29T9Nmc/default.jpg,375347,OLQs29T9Nmc
19,2020-01-11T12:00:03Z,https://i.ytimg.com/vi/JfAB5ro3JoA/default.jpg,79925,JfAB5ro3JoA
20,2020-01-12T10:00:03Z,https://i.ytimg.com/vi/NYUH9QgXnH8/default.jpg,136240,NYUH9QgXnH8
21,2020-01-13T10:00:02Z,https://i.ytimg.com/vi/aTY7QNniwxc/default.jpg,111806,aTY7QNniwxc
22,2020-01-14T10:00:16Z,https://i.ytimg.com/vi/ksg0WykGCpk/default.jpg,343564,ksg0WykGCpk
23,2020-01-15T08:00:02Z,https://i.ytimg.com/vi/MYkkrP7GCjM/default.jpg,184618,MYkkrP7GCjM
24,2020-01-15T10:00:05Z,https://i.ytimg.com/vi/QENJuYSQ3jo/default.jpg,695178,QENJuYSQ3jo
25,2020-01-16T12:00:08Z,https://i.ytimg.com/vi/tPzi_w8_Tlw/default.jpg,55451,tPzi_w8_Tlw
26,2020-01-18T10:00:04Z,https://i.ytimg.com/vi/JB3Tm6QP7yg/default.jpg,104023,JB3Tm6QP7yg
27,2020-01-19T10:00:08Z,https://i.ytimg.com/vi/rzl6VijCUrw/default.jpg,80322,rzl6VijCUrw
28,2020-01-19T12:00:02Z,https://i.ytimg.com/vi/GdW2NtIyBKA/default.jpg,46478,GdW2NtIyBKA
29,2020-01-20T10:00:02Z,https://i.ytimg.com/vi/FyaezaklVnQ/default.jpg,60432,FyaezaklVnQ
30,2020-01-21T10:00:01Z,https://i.ytimg.com/vi/7y2tyQvCBtA/default.jpg,215760,7y2tyQvCBtA
31,2020-01-21T12:00:03Z,https://i.ytimg.com/vi/MNpIz-1cd1g/default.jpg,845313,MNpIz-1cd1g
32,2020-01-22T10:00:00Z,https://i.ytimg.com/vi/0yMtBa7nkuE/default.jpg,619557,0yMtBa7nkuE
33,2020-01-22T12:00:04Z,https://i.ytimg.com/vi/TUck7FweLms/default.jpg,47228,TUck7FweLms
34,2020-01-23T09:30:02Z,https://i.ytimg.com/vi/hSUHK-qrp8Y/default.jpg,481729,hSUHK-qrp8Y
35,2020-01-23T10:00:08Z,https://i.ytimg.com/vi/PfO6RLBjLvg/default.jpg,1870178,PfO6RLBjLvg
36,2020-01-24T08:00:08Z,https://i.ytimg.com/vi/xFvqUXBivTQ/default.jpg,194379,xFvqUXBivTQ
37,2020-01-24T12:00:10Z,https://i.ytimg.com/vi/yBAJVIr_rM0/default.jpg,2139147,yBAJVIr_rM0
38,2020-01-25T04:39:23Z,https://i.ytimg.com/vi/GdjKvQRdqBw/default.jpg,122677,GdjKvQRdqBw
39,2020-01-25T10:00:02Z,https://i.ytimg.com/vi/9gd6139BqZE/default.jpg,87739,9gd6139BqZE
40,2020-01-26T10:00:08Z,https://i.ytimg.com/vi/ea_eyhWOGV8/default.jpg,343174,ea_eyhWOGV8
41,2020-01-26T12:00:03Z,https://i.ytimg.com/vi/MJVN2Hte-LY/default.jpg,46424,MJVN2Hte-LY
42,2020-01-27T10:00:03Z,https://i.ytimg.com/vi/G3RXMQO_O60/default.jpg,617903,G3RXMQO_O60
43,2020-01-28T08:00:58Z,https://i.ytimg.com/vi/SmdYu00M-wQ/default.jpg,223363,SmdYu00M-wQ
44,2020-01-28T11:30:02Z,https://i.ytimg.com/vi/wfqAHICcDO8/default.jpg,206964,wfqAHICcDO8
45,2020-01-29T10:00:11Z,https://i.ytimg.com/vi/nQLE5evZIms/default.jpg,687364,nQLE5evZIms
46,2020-01-30T10:00:00Z,https://i.ytimg.com/vi/4w7TcS7Dbc8/default.jpg,2242680,4w7TcS7Dbc8
47,2020-01-30T12:00:08Z,https://i.ytimg.com/vi/g8z8xz3OYpk/default.jpg,176481,g8z8xz3OYpk
48,2020-01-31T08:39:04Z,https://i.ytimg.com/vi/Y9GZizf3F-c/default.jpg,177478,Y9GZizf3F-c
49,2020-01-31T10:00:01Z,https://i.ytimg.com/vi/6M_QQJd-9HY/default.jpg,217630,6M_QQJd-9HY
50,2020-02-01T09:00:00Z,https://i.ytimg.com/vi/1OK_9STNLtw/default.jpg,108823,1OK_9STNLtw
51,2020-02-01T10:00:04Z,https://i.ytimg.com/vi/LQGNxBBI_pA/default.jpg,145060,LQGNxBBI_pA
52,2020-02-02T10:00:06Z,https://i.ytimg.com/vi/I3WnWzFcJzc/default.jpg,109026,I3WnWzFcJzc
53,2020-02-02T12:00:03Z,https://i.ytimg.com/vi/L__chcm3_l0/default.jpg,108548,L__chcm3_l0
54,2020-02-03T10:00:08Z,https://i.ytimg.com/vi/drdSiTbOEkc/default.jpg,152641,drdSiTbOEkc
55,2020-02-03T12:06:53Z,https://i.ytimg.com/vi/YqVLuqwsxno/default.jpg,38618,YqVLuqwsxno
56,2020-02-04T10:00:08Z,https://i.ytimg.com/vi/U4l96fDwIhg/default.jpg,802971,U4l96fDwIhg
57,2020-02-04T12:00:02Z,https://i.ytimg.com/vi/9q6Y_pU4cMI/default.jpg,1286501,9q6Y_pU4cMI
58,2020-02-04T12:00:02Z,https://i.ytimg.com/vi/8vmuW-1ULnU/default.jpg,827603,8vmuW-1ULnU
59,2020-02-05T10:00:00Z,https://i.ytimg.com/vi/aSa9kbMHbSQ/default.jpg,35983,aSa9kbMHbSQ
60,2020-02-05T11:00:07Z,https://i.ytimg.com/vi/efM331Fa5GY/default.jpg,226564,efM331Fa5GY
61,2020-02-11T10:00:12Z,https://i.ytimg.com/vi/zQy6xwfHZ_E/default.jpg,159776,zQy6xwfHZ_E
62,2020-02-11T12:00:04Z,https://i.ytimg.com/vi/EThglMCh7aY/default.jpg,97656,EThglMCh7aY
63,2020-02-12T10:30:00Z,https://i.ytimg.com/vi/WZ_3guwYOSQ/default.jpg,1145500,WZ_3guwYOSQ
64,2020-02-12T12:00:00Z,https://i.ytimg.com/vi/-bH3JkekdaE/default.jpg,755628,-bH3JkekdaE
65,2020-02-13T08:00:06Z,https://i.ytimg.com/vi/KwXn3_76Nlg/default.jpg,146307,KwXn3_76Nlg
66,2020-02-13T10:00:06Z,https://i.ytimg.com/vi/VuRcfL4Sz08/default.jpg,297892,VuRcfL4Sz08
67,2020-02-14T08:00:14Z,https://i.ytimg.com/vi/cPqHT0ihmtI/default.jpg,2264497,cPqHT0ihmtI
68,2020-02-14T12:05:22Z,https://i.ytimg.com/vi/cBY-ipJfL9k/default.jpg,101645,cBY-ipJfL9k
69,2020-02-15T10:59:24Z,https://i.ytimg.com/vi/m_TlG9WSIM0/default.jpg,472537,m_TlG9WSIM0
70,2020-02-16T10:00:10Z,https://i.ytimg.com/vi/nSLiCPT3jMM/default.jpg,346263,nSLiCPT3jMM
71,2020-02-17T08:00:00Z,https://i.ytimg.com/vi/0WO5sBWyH7Y/default.jpg,406814,0WO5sBWyH7Y
72,2020-02-17T10:00:01Z,https://i.ytimg.com/vi/a3KxKmssz7Y/default.jpg,1020686,a3KxKmssz7Y
73,2020-02-18T10:01:56Z,https://i.ytimg.com/vi/arsEvrp80oM/default.jpg,114884,arsEvrp80oM
74,2020-02-18T12:00:14Z,https://i.ytimg.com/vi/i3ENgcfC7hs/default.jpg,43732,i3ENgcfC7hs
75,2020-02-19T10:00:12Z,https://i.ytimg.com/vi/tvfjL_V7uuE/default.jpg,75411,tvfjL_V7uuE
76,2020-02-19T12:00:15Z,https://i.ytimg.com/vi/jGdMNjCsbTc/default.jpg,89899,jGdMNjCsbTc
77,2020-02-20T10:00:03Z,https://i.ytimg.com/vi/GgZu7Ncbc6E/default.jpg,1202881,GgZu7Ncbc6E
78,2020-02-20T10:15:59Z,https://i.ytimg.com/vi/2n8QVpfHFJY/default.jpg,1098310,2n8QVpfHFJY
79,2020-02-20T12:08:38Z,https://i.ytimg.com/vi/BOvbb6-kWxg/default.jpg,238621,BOvbb6-kWxg
80,2020-02-21T10:00:08Z,https://i.ytimg.com/vi/fA1d-ziY_cg/default.jpg,907930,fA1d-ziY_cg
81,2020-02-22T10:00:14Z,https://i.ytimg.com/vi/j1ykxbRTtag/default.jpg,202839,j1ykxbRTtag
82,2020-02-22T12:00:09Z,https://i.ytimg.com/vi/l39tFRWLme8/default.jpg,213136,l39tFRWLme8
83,2020-02-23T10:00:05Z,https://i.ytimg.com/vi/WfsPtwD2ZoE/default.jpg,204648,WfsPtwD2ZoE
84,2020-02-23T12:00:07Z,https://i.ytimg.com/vi/SMY0sZyca58/default.jpg,42601,SMY0sZyca58
85,2020-02-24T10:00:02Z,https://i.ytimg.com/vi/EZmt3Q4fF3c/default.jpg,95615,EZmt3Q4fF3c
86,2020-02-25T10:00:02Z,https://i.ytimg.com/vi/B_Vil53Pbn4/default.jpg,156803,B_Vil53Pbn4
87,2020-02-26T10:00:07Z,https://i.ytimg.com/vi/lKJHmRfY7Z4/default.jpg,87169,lKJHmRfY7Z4
88,2020-02-27T10:00:48Z,https://i.ytimg.com/vi/dLRsLq_Lzgw/default.jpg,151262,dLRsLq_Lzgw
89,2020-02-27T12:00:06Z,https://i.ytimg.com/vi/NhlbACG6BkA/default.jpg,37796,NhlbACG6BkA
90,2020-02-28T08:00:02Z,https://i.ytimg.com/vi/-yMHfP8C3Aw/default.jpg,192176,-yMHfP8C3Aw
91,2020-02-28T10:00:14Z,https://i.ytimg.com/vi/o5_ITo4lRQY/default.jpg,1381388,o5_ITo4lRQY
92,2020-02-29T10:00:07Z,https://i.ytimg.com/vi/WcMdwlRJUP4/default.jpg,86300,WcMdwlRJUP4
93,2020-03-01T08:00:09Z,https://i.ytimg.com/vi/oi0UqWFXr10/default.jpg,132353,oi0UqWFXr10
94,2020-03-01T10:00:09Z,https://i.ytimg.com/vi/p7en-4DyUtg/default.jpg,85620,p7en-4DyUtg
95,2020-03-02T10:00:03Z,https://i.ytimg.com/vi/9MSYOGgmSGw/default.jpg,53366,9MSYOGgmSGw
96,2020-03-11T10:00:02Z,https://i.ytimg.com/vi/6qw5CH_6tb0/default.jpg,2521749,6qw5CH_6tb0
97,2020-03-12T10:00:14Z,https://i.ytimg.com/vi/k34Hs8NzmW4/default.jpg,106580,k34Hs8NzmW4
98,2020-03-12T11:00:30Z,https://i.ytimg.com/vi/lrl7ek4mz04/default.jpg,92166,lrl7ek4mz04
99,2020-03-13T08:00:14Z,https://i.ytimg.com/vi/ys6CCdUPgJo/default.jpg,188437,ys6CCdUPgJo
100,2020-03-13T12:05:10Z,https://i.ytimg.com/vi/C3BtrpBo9sw/default.jpg,126763,C3BtrpBo9sw
101,2020-03-14T08:00:08Z,https://i.ytimg.com/vi/VWS1iy07wlM/default.jpg,191906,VWS1iy07wlM
102,2020-03-14T10:01:12Z,https://i.ytimg.com/vi/hFqWFNbv4xI/default.jpg,298023,hFqWFNbv4xI
