,Published,ThumbnailUrl,ViewCount,VideoId
0,2019-01-03T10:00:00Z,https://i.ytimg.com/vi/-4BvjRGDIAw/default.jpg,38478,-4BvjRGDIAw
1,2019-01-03T10:00:01Z,https://i.ytimg.com/vi/HTpd6iJdxyk/default.jpg,69165,HTpd6iJdxyk
2,2019-01-04T08:40:26Z,https://i.ytimg.com/vi/Tf7lwAJirNY/default.jpg,98047,Tf7lwAJirNY
3,2019-01-04T10:00:08Z,https://i.ytimg.com/vi/l1LT2hccFfI/default.jpg,85222,l1LT2hccFfI
4,2019-01-05T13:04:41Z,https://i.ytimg.com/vi/3cpJ6wSC3xI/default.jpg,398331,3cpJ6wSC3xI
5,2019-01-06T10:00:01Z,https://i.ytimg.com/vi/7wy3kwPtCpo/default.jpg,121683,7wy3kwPtCpo
6,2019-01-06T10:00:02Z,https://i.ytimg.com/vi/JOST6xAUeb0/default.jpg,91658,JOST6xAUeb0
7,2019-01-06T10:00:06Z,https://i.ytimg.com/vi/Sw4d8VlPgQM/default.jpg,193396,Sw4d8VlPgQM
8,2019-01-06T10:00:10Z,https://i.ytimg.com/vi/zO2pc0XNBEE/default.jpg,40802,zO2pc0XNBEE
9,2019-01-07T10:00:03Z,https://i.ytimg.com/vi/QS3d1ZkM8N8/default.jpg,112279,QS3d1ZkM8N8
10,2019-01-07T12:36:27Z,https://i.ytimg.com/vi/4rkUiAGGvl8/default.jpg,51998,4rkUiAGGvl8
11,2019-01-07T12:50:26Z,https://i.ytimg.com/vi/lVCjuA7Ntas/default.jpg,23221,lVCjuA7Ntas
12,2019-01-08T10:00:03Z,https://i.ytimg.com/vi/LXB_sVFRzs0/default.jpg,245999,LXB_sVFRzs0
13,2019-01-08T10:00:03Z,https://i.ytimg.com/vi/ATXaHIkGocg/default.jpg,180921,ATXaHIkGocg
14,2019-01-08T11:15:16Z,https://i.ytimg.com/vi/xNrvMsJ3ghw/default.jpg,520689,xNrvMsJ3ghw
15,2019-01-09T10:00:00Z,https://i.ytimg.com/vi/2YU7xvPyQUU/default.jpg,439935,2YU7xvPyQUU
16,2019-01-10T10:30:02Z,https://i.ytimg.com/vi/kpopQnFs5rs/default.jpg,113469,kpopQnFs5rs
17,2019-01-11T10:00:01Z,https://i.ytimg.com/vi/499q1O0N_Sg/default.jpg,221605,499q1O0N_Sg
18,2019-01-11T10:00:03Z,https://i.ytimg.com/vi/LHVNMQYF1HQ/default.jpg,99717,LHVNMQYF1HQ
19,2019-01-11T10:00:07Z,https://i.ytimg.com/vi/cjw4jdN2eM4/default.jpg,221419,cjw4jdN2eM4
20,2019-01-12T10:09:28Z,https://i.ytimg.com/vi/ydZKuOW_zI0/default.jpg,2171941,ydZKuOW_zI0
21,2019-01-13T10:00:00Z,https://i.ytimg.com/vi/2PB0yztdNUY/default.jpg,128427,2PB0yztdNUY
22,2019-01-13T10:00:07Z,https://i.ytimg.com/vi/yD2TgrFu5Qk/default.jpg,347540,yD2TgrFu5Qk
23,2019-01-13T10:00:06Z,https://i.ytimg.com/vi/Ms-K39gYxeY/default.jpg,173322,Ms-K39gYxeY
24,2019-01-14T10:00:00Z,https://i.ytimg.com/vi/AEJxYW0U_Xo/default.jpg,50640,AEJxYW0U_Xo
25,2019-01-14T10:00:02Z,https://i.ytimg.com/vi/OKkpLk_8cyE/default.jpg,133483,OKkpLk_8cyE
26,2019-01-15T10:00:01Z,https://i.ytimg.com/vi/PMDLAPJCRUQ/default.jpg,56391,PMDLAPJCRUQ
27,2019-01-15T10:00:03Z,https://i.ytimg.com/vi/YQ73RYknVC4/default.jpg,19249,YQ73RYknVC4
28,2019-01-15T10:00:03Z,https://i.ytimg.com/vi/UbBxDPkbCgk/default.jpg,39302,UbBxDPkbCgk
29,2019-01-16T10:00:03Z,https://i.ytimg.com/vi/_6lNh3-5OIM/default.jpg,164230,_6lNh3-5OIM
30,2019-01-16T10:00:05Z,https://i.ytimg.com/vi/fFUMFqN4zPo/default.jpg,162287,fFUMFqN4zPo
31,2019-01-16T10:00:06Z,https://i.ytimg.com/vi/fjlSmnr8nJM/default.jpg,148830,fjlSmnr8nJM
32,2019-01-17T10:00:03Z,https://i.ytimg.com/vi/Qx5_DwST8Ho/default.jpg,129725,Qx5_DwST8Ho
33,2019-01-17T11:02:14Z,https://i.ytimg.com/vi/9b_ch1VkL5E/default.jpg,30879,9b_ch1VkL5E
34,2019-01-18T10:00:01Z,https://i.ytimg.com/vi/5xiwwnfqq2k/default.jpg,567912,5xiwwnfqq2k
35,2019-01-18T10:00:03Z,https://i.ytimg.com/vi/eH5jPWKV5Ro/default.jpg,456793,eH5jPWKV5Ro
36,2019-01-20T10:00:04Z,https://i.ytimg.com/vi/grVKFmDH91A/default.jpg,274162,grVKFmDH91A
37,2019-01-21T10:00:02Z,https://i.ytimg.com/vi/Qdf_CI0RGzA/default.jpg,263594,Qdf_CI0RGzA
38,2019-01-21T10:00:08Z,https://i.ytimg.com/vi/wGGFplMcLZ0/default.jpg,262144,wGGFplMcLZ0
39,2019-01-23T10:00:00Z,https://i.ytimg.com/vi/0fDu7ecwifg/default.jpg,19949,0fDu7ecwifg
40,2019-01-23T10:00:02Z,https://i.ytimg.com/vi/HO7AL2jMARs/default.jpg,93006,HO7AL2jMARs
41,2019-01-23T10:00:03Z,https://i.ytimg.com/vi/YG8KHSLAx2I/default.jpg,38927,YG8KHSLAx2I
