,Published,ThumbnailUrl,ViewCount,VideoId
0,2021-01-01T10:00:10Z,https://i.ytimg.com/vi/sAkEow8H5lA/default.jpg,351270,sAkEow8H5lA
1,2021-01-02T10:00:05Z,https://i.ytimg.com/vi/_J3J7DwQz-s/default.jpg,157568,_J3J7DwQz-s
2,2021-01-03T10:00:22Z,https://i.ytimg.com/vi/tttr8nRiUL8/default.jpg,3652156,tttr8nRiUL8
3,2021-01-04T10:00:05Z,https://i.ytimg.com/vi/7p7qYhsD8AU/default.jpg,571242,7p7qYhsD8AU
4,2021-01-05T10:00:08Z,https://i.ytimg.com/vi/eT9CStiE0dQ/default.jpg,779031,eT9CStiE0dQ
5,2021-01-06T08:00:10Z,https://i.ytimg.com/vi/qrWSm3fTao4/default.jpg,766801,qrWSm3fTao4
6,2021-01-06T10:00:04Z,https://i.ytimg.com/vi/CPm3lac_oHE/default.jpg,1880865,CPm3lac_oHE
7,2021-01-08T10:00:10Z,https://i.ytimg.com/vi/DWKH9RSPYIQ/default.jpg,1069173,DWKH9RSPYIQ
8,2021-01-10T10:00:05Z,https://i.ytimg.com/vi/GqWcVvb4Ars/default.jpg,3098256,GqWcVvb4Ars
9,2021-01-11T10:00:03Z,https://i.ytimg.com/vi/FJsSnZ2s0DU/default.jpg,256086,FJsSnZ2s0DU
10,2021-01-12T10:00:09Z,https://i.ytimg.com/vi/FYTMvByjhV8/default.jpg,1574216,FYTMvByjhV8
11,2021-01-13T10:14:08Z,https://i.ytimg.com/vi/uUFJyXpjMZY/default.jpg,1406273,uUFJyXpjMZY
12,2021-01-15T10:00:07Z,https://i.ytimg.com/vi/TI5oKhdXSvM/default.jpg,751269,TI5oKhdXSvM
13,2021-01-16T10:00:22Z,https://i.ytimg.com/vi/oaAlNtibvr8/default.jpg,260625,oaAlNtibvr8
14,2021-01-17T10:00:13Z,https://i.ytimg.com/vi/uoOhfBU42wQ/default.jpg,443384,uoOhfBU42wQ
15,2021-01-18T10:00:00Z,https://i.ytimg.com/vi/1Z80m1o2drA/default.jpg,425902,1Z80m1o2drA
16,2021-01-19T11:22:45Z,https://i.ytimg.com/vi/4JLQsRCLpXI/default.jpg,185376,4JLQsRCLpXI
17,2021-01-20T10:00:57Z,https://i.ytimg.com/vi/E6GQHKf6h4A/default.jpg,1788788,E6GQHKf6h4A
18,2021-01-21T10:03:20Z,https://i.ytimg.com/vi/HvGewOLJAxU/default.jpg,444524,HvGewOLJAxU
19,2021-01-22T10:00:05Z,https://i.ytimg.com/vi/EU33XyuftHs/default.jpg,319532,EU33XyuftHs
20,2021-01-23T10:00:29Z,https://i.ytimg.com/vi/gFjmAsTlNu0/default.jpg,683247,gFjmAsTlNu0
21,2021-01-24T10:00:11Z,https://i.ytimg.com/vi/gbOhpHPKobs/default.jpg,878680,gbOhpHPKobs
22,2021-01-25T10:00:52Z,https://i.ytimg.com/vi/vC66L54QBcM/default.jpg,615203,vC66L54QBcM
23,2021-01-26T10:00:05Z,https://i.ytimg.com/vi/G-xZxcgGj3k/default.jpg,590968,G-xZxcgGj3k
